TRDE_CD,VSL_SVCE_LANE_CD,VSL_CD,SCH_VOY_NR,SCH_DIR_CD,BSA_EFCT_FM_DT,TEU_CAPA,RF_CAPA
NET,IOX,OABT,0017,W,2025/10/06 19:00:00,6000,600
TPT,FP1,OHNT,0099,W,2026/01/28 14:00:00,8200,800
OCT,AUN,WAHT,0545,S,2025/11/07 08:00:00,5400,400
NET,IOX,OABT,0017,E,2025/11/13 19:30:00,6000,600
NET,FE3,ZOST,0014,W,2025/07/14 13:00:00,13500,1000
NET,FP1,OOHT,0075,E,2025/09/18 12:00:00,8200,800
NET,IOX,OGOT,0007,E,2025/06/26 19:30:00,6000,600
EAT,JK2,ICLT,0188,E,2025/11/25 02:00:00,25,10
NET,IOX,OIST,0077,E,2025/04/20 14:00:00,6000,600
NET,IOX,ORMT,0006,W,2025/06/09 19:00:00,6000,600
EAT,CTP,TUNT,0019,S,2026/01/09 21:00:00,2000,200
EAT,JID,DIYT,0254,S,2025/09/06 05:00:00,1000,100
IET,ILX,TOOT,0041,S,2025/10/31 19:00:00,700,135
IET,BBX,SDBT,0063,S,2025/12/19 05:00:00,950,200
IET,BBX,SDBT,0058,N,2025/10/10 14:00:00,950,200
EAT,JPH,SZET,2148,S,2025/12/13 15:00:00,1900,200
IET,PLS,TOOT,0033,S,2025/07/20 20:30:00,1000,100
FET,SAS,MXPT,0092,E,2025/12/03 12:00:00,3800,430
WAT,CIP,OMJT,0020,E,2025/08/23 02:00:00,5000,400
TPT,EC2,OCBT,0525,W,2026/01/22 11:00:00,12500,800
TPT,PN3,ONMT,0078,E,2025/08/22 08:00:00,9700,350
FWT,SW2,SZFT,0008,W,2025/12/26 06:00:00,2400,300
TAT,AL5,NMTT,0090,E,2026/06/11 02:00:00,3800,330
EAT,JV2,JJST,0025,N,2025/09/20 21:00:00,2000,250
EAT,JV2,JJST,0022,S,2025/07/09 15:00:00,2000,250
EAT,CTP,LRLT,0005,S,2025/11/28 21:00:00,2000,200
FWT,AIM,AXBT,2552,E,2026/01/30 06:00:00,2850,225
EAT,JID,LOVT,0038,S,2025/12/13 05:00:00,2800,12
EAT,PHX,NCAT,0525,N,2025/07/18 14:00:00,1900,300
IET,BBX,SDBT,0055,N,2025/09/12 14:00:00,750,160
EAT,SMM,FLNT,0955,S,2025/10/28 02:30:00,900,135
TPT,EC3,OHWT,0033,E,2025/09/13 05:00:00,12200,800
EAT,SMM,FLNT,0952,S,2025/09/19 03:30:00,900,135
TPT,EC1,CNTT,0022,E,2025/10/18 05:00:00,7350,700
EAT,SMM,FLNT,0960,S,2025/12/19 03:30:00,900,135
EAT,SMM,FLNT,0949,N,2025/08/14 17:00:00,900,135
EAT,JK1,CNFT,0243,W,2025/12/06 07:00:00,900,90
EAT,JSM,DIAT,0353,S,2025/12/27 09:00:00,1000,100
EAT,JV2,JJST,0029,N,2025/12/13 21:00:00,2000,250
EAT,JSM,BSKT,0011,N,2026/01/03 21:00:00,1000,100
EAT,JVH,SWRT,0121,S,2025/12/22 03:30:00,1300,195
EAT,CIM,TSCT,0040,S,2025/10/04 23:00:00,1800,240
EAT,CIM,TSCT,0037,S,2025/08/02 23:00:00,1800,240
EAT,PHX,USNT,0028,S,2025/10/31 03:00:00,1900,300
EAT,CIM,TSCT,0039,N,2025/09/21 22:00:00,1800,240
EAT,KC2,NIST,0178,S,2026/01/01 01:00:00,2100,200
LWT,AX3,SCNT,2526,W,2025/07/30 03:00:00,8900,1000
LET,CX1,CYCT,0550,S,2025/12/11 07:00:00,1800,200
IET,LEX,IKET,0009,N,2026/01/19 07:00:00,1900,240
LET,CX1,CYCT,0546,S,2025/11/13 07:00:00,1800,200
LET,CX1,GMET,0544,S,2025/10/30 07:00:00,1800,200
NET,FE4,EGGT,0008,W,2025/11/28 20:00:00,21000,2160
OCT,AU1,CNOT,0550,S,2025/12/11 01:00:00,7200,700
NET,FE4,OETT,0029,W,2025/07/25 20:00:00,18300,1100
LET,SX2,MXQT,0098,W,2025/11/05 04:30:00,400,50
NET,FP1,HUET,0095,E,2025/01/08 08:00:00,8200,800
TPT,FP2,YDET,0040,W,2025/09/06 14:00:00,9700,700
NET,FP1,NOCT,0080,W,2026/01/14 14:00:00,8200,800
NET,FP1,HKGT,0087,W,2026/03/18 14:00:00,8200,800
NET,FP1,OURT,0103,W,2026/03/25 14:00:00,8200,800
NET,FP2,OTIT,0070,W,2025/11/13 21:00:00,9600,1000
LWT,AX3,RGST,2551,W,2026/01/21 03:00:00,8900,1000
WAT,TIP,ARET,0119,E,2025/10/05 13:00:00,4200,420
WAT,BA2,LSPT,0102,N,2025/09/26 07:00:00,1000,100
WAT,TIP,ARET,0118,E,2025/08/31 13:00:00,4200,420
LWT,AX3,SPDT,2551,W,2026/01/21 03:00:00,8500,1000
OCT,WAU,XIMT,0546,S,2025/11/10 00:00:00,2750,300
OCT,WAU,XIMT,0549,S,2025/12/01 00:00:00,2750,300
OCT,WAU,XIMT,0552,S,2025/12/22 00:00:00,2750,300
OCT,WAU,XIMT,0543,S,2025/10/20 00:00:00,2750,300
NET,FE4,ZEUT,0018,E,2026/02/25 06:00:00,13500,1000
OCT,WAU,XIMT,0601,N,2026/01/01 05:30:00,2750,300
TPT,PS7,PTRT,0002,W,2025/12/01 04:00:00,12000,800
OCT,AUN,AEIT,0603,N,2026/01/10 12:00:00,5400,400
TAT,AL5,NROT,0077,E,2026/02/05 02:00:00,3800,330
FET,SAC,BCBT,0146,W,2025/10/21 03:00:00,3800,480
EAT,CTP,LRLT,0004,N,2025/10/19 07:00:00,2000,200
IET,LEX,LTRT,0032,N,2025/03/16 05:00:00,2000,240
EAT,CTP,XLHT,0039,N,2025/11/02 07:00:00,2000,200
EAT,KCS,RCMT,0087,N,2025/10/08 11:00:00,2000,99
IET,IRX,XPBT,0583,W,2025/01/23 07:30:00,1000,100
IET,IRX,XPBT,2523,W,2025/05/29 07:30:00,1000,100
IET,LEX,NOTT,0004,S,2025/05/07 14:00:00,2100,240
IET,LEX,IKET,0002,N,2025/04/06 05:00:00,2100,240
IET,LEX,IKET,0005,S,2025/07/23 03:00:00,1900,240
IET,LEX,RNXT,0013,S,2025/12/17 03:00:00,2000,240
IET,IRX,XPBT,2529,W,2025/07/17 07:30:00,1000,100
IET,AD1,MOMT,0005,W,2025/03/27 22:00:00,700,200
IET,AD1,TOOT,0017,W,2025/01/23 22:00:00,700,135
IET,AD1,MIOT,0039,E,2025/01/22 17:00:00,700,150
IET,LEX,NOTT,0008,S,2025/10/15 03:00:00,2100,240
IET,AD1,MIOT,0042,W,2025/03/20 22:00:00,700,150
EAT,IAE,USNT,0021,S,2025/08/07 16:00:00,1000,100
TPT,FP1,OCNT,0074,W,2025/09/30 06:30:00,8200,800
IET,AD2,PBET,0102,E,2025/09/16 01:00:00,1350,150
IET,AD2,PBET,0093,W,2025/01/03 08:00:00,1350,150
IET,IRX,XPBT,2542,W,2025/10/16 07:30:00,1000,100
IET,AD2,PBET,0098,W,2025/06/21 05:00:00,1350,150
IET,LEX,SDBT,0044,S,2025/03/24 08:00:00,0,0
LET,SX1,PNOT,2518,W,2025/04/29 02:00:00,10000,100
IET,AD1,MOMT,0006,E,2025/04/09 17:00:00,700,200
IET,AD1,MIOT,0046,W,2025/07/01 13:00:00,700,150
IET,AD1,SDBT,0046,E,2025/04/16 17:00:00,700,150
LET,SX1,PNOT,2532,W,2025/08/05 02:00:00,10000,100
IET,BT1,IGGT,0058,N,2025/08/10 13:00:00,1400,0
IET,BT1,MOMT,0025,N,2025/11/19 01:00:00,1400,0
IET,BT1,MOMT,0023,S,2025/11/08 13:00:00,1400,0
IET,BT1,MOMT,0018,S,2025/10/04 13:00:00,1400,0
IET,BT1,MOMT,0025,S,2025/11/22 13:00:00,1400,0
IET,BT1,MOMT,0026,N,2025/11/26 01:00:00,1400,0
IET,BT1,IGGT,0058,S,2025/08/16 15:00:00,1400,0
TPT,EC3,OTNT,0043,W,2025/12/21 09:00:00,12500,800
IET,BT1,MOMT,0017,S,2025/09/27 13:00:00,1400,0
TPT,EC3,ZELT,0019,W,2025/11/16 09:00:00,12500,800
IET,BT1,MOMT,0029,N,2025/12/17 01:00:00,1400,0
OCT,AUN,WAHT,0537,S,2025/09/12 08:00:00,5400,400
TAT,AL5,NDMT,0120,W,2025/08/26 06:00:00,3800,330
TAT,AL5,NDMT,0121,E,2025/12/18 02:00:00,3800,330
TAT,AT2,ARUT,0233,E,2025/12/27 07:00:00,5800,347
TAT,AT2,BRNT,0020,W,2025/09/15 19:00:00,5800,347
LWT,FLX,PSHT,0012,S,2025/10/25 22:00:00,1000,100
LWT,FLX,MEQT,0012,S,2025/05/17 22:00:00,1000,100
LWT,FLX,PSHT,0013,S,2025/12/06 22:00:00,1000,100
LWT,FLX,PSHT,0013,N,2026/01/01 13:00:00,1000,100
EAT,JPH,NDLT,0167,N,2025/11/27 21:00:00,2000,200
EAT,JV2,NCAT,0533,S,2025/12/03 15:00:00,2000,250
EAT,JV2,NCAT,0531,S,2025/10/22 15:00:00,2000,250
LET,CX1,GMET,0537,N,2025/09/16 14:00:00,1800,200
OCT,AUN,AEIT,0542,N,2025/10/14 12:00:00,5400,400
TPT,FP1,OEHT,0097,E,2025/05/29 12:00:00,8200,800
LET,CX1,CYCT,0535,N,2025/09/02 14:00:00,1800,200
LET,CX1,GMET,0541,S,2025/10/09 07:00:00,1800,200
FWT,SW2,BMRT,8128,W,2025/08/29 09:00:00,2400,300
IET,ILX,MOMT,0011,N,2025/07/21 06:00:00,700,135
IET,ILX,TOOT,0022,S,2025/03/22 10:00:00,700,135
IET,ILX,TOOT,0030,N,2025/06/09 06:00:00,700,135
IET,AD1,MIOT,0053,W,2025/10/21 13:00:00,700,150
EAT,CIM,SGNT,0043,N,2025/12/14 22:00:00,1800,240
EAT,CIM,SGNT,0040,N,2025/09/21 22:00:00,1800,240
EAT,CIM,SGNT,0044,S,2025/12/27 23:00:00,1800,240
IET,AD1,MIOT,0051,W,2025/09/23 13:00:00,700,150
IET,AD1,MIOT,0051,E,2025/09/17 17:00:00,700,150
IET,AD1,MIOT,0052,E,2025/10/01 17:00:00,700,150
IET,BBX,MYST,0038,N,2025/09/19 14:00:00,950,200
IET,BBX,MYST,0042,S,2025/11/03 05:00:00,950,200
IET,BBX,MYST,0038,S,2025/09/26 05:00:00,950,200
IET,BBX,SDBT,0054,N,2025/08/29 14:00:00,750,160
IET,IBC,LAAT,0015,S,2025/06/16 15:00:00,1000,100
IET,BBX,MYST,0042,N,2025/10/26 00:30:00,950,200
MET,MD2,FROT,0011,E,2026/02/27 06:00:00,13500,1000
EAT,JT1,TUNT,0015,S,2025/10/22 22:00:00,2200,200
EAT,JK2,ICLT,0193,W,2026/01/07 08:00:00,25,10
IET,ST2,SDBT,0051,E,2025/07/16 05:00:00,1200,150
IET,ST2,LNNT,0035,E,2026/01/14 21:00:00,1200,150
EAT,JT1,TUNT,0016,N,2025/11/23 12:00:00,2200,200
FET,EA3,LTST,0545,E,2025/12/11 04:00:00,3333,300
IET,IBC,CPFT,0035,S,2025/09/29 15:00:00,1000,100
IET,IBC,CPFT,0041,S,2025/12/22 15:00:00,1000,100
IET,BBX,MYST,0045,S,2025/12/15 05:00:00,950,200
IET,AEX,PKYT,0004,S,2025/01/11 03:00:00,1900,240
IET,LEX,EUJT,0012,S,2025/12/17 03:00:00,2000,240
EAT,IAE,STYT,0003,W,2025/09/02 02:00:00,1800,200
EAT,JID,STYT,0006,S,2025/09/17 22:00:00,1000,100
IET,SBX,XSST,0028,N,2025/06/15 00:30:00,1000,100
IET,SBX,WGGT,0074,S,2025/06/02 05:00:00,1000,100
IET,SBX,WGGT,0079,N,2025/08/17 00:30:00,1000,100
IET,SBX,XSST,0033,N,2025/09/07 00:30:00,1000,100
IET,SBX,XSST,0029,S,2025/07/14 05:00:00,1000,100
IET,SBX,XSST,0040,S,2025/12/22 05:00:00,1000,100
IET,SBX,XSST,0038,N,2025/11/16 00:30:00,1000,100
IET,SBX,XSST,0024,S,2025/04/07 05:00:00,1000,100
IET,SBX,WGGT,0079,S,2025/08/25 05:00:00,1000,100
IET,SBX,WGGT,0085,N,2025/11/09 00:30:00,1000,100
IET,SBX,XSST,0039,S,2025/12/08 05:00:00,1000,100
FET,MIM,ITXT,0097,W,2025/11/04 17:00:00,1260,280
FET,MIM,YDNT,0091,E,2025/03/25 21:00:00,1260,280
TPT,EC1,HLLT,0226,W,2025/08/24 17:30:00,8200,800
TPT,EC1,CNOT,0020,E,2025/11/08 05:00:00,7400,500
TPT,EC4,OEAT,0084,E,2026/01/19 19:00:00,7200,630
NET,FP1,NVST,0080,W,2025/06/18 14:00:00,8200,800
NET,FP1,OHNT,0097,W,2025/04/09 14:00:00,8200,800
NET,FP1,CRNT,0096,W,2025/06/25 14:00:00,7200,630
NET,FP1,OOLT,0077,E,2025/06/05 12:00:00,8200,800
NET,FP1,OOLT,0076,W,2025/04/02 14:00:00,8200,784
NET,FP1,NOCT,0078,W,2025/05/07 14:00:00,8200,784
NET,FP1,HLLT,0226,E,2025/07/19 05:00:00,8200,800
TPT,FP1,NVOT,0088,E,2025/11/27 12:00:00,8200,800
TPT,FP1,NVET,0084,W,2025/10/08 14:00:00,8200,800
WAT,TIP,WAHT,0248,W,2025/11/18 01:00:00,4200,420
WAT,TIP,OECT,0027,E,2025/10/27 13:00:00,4600,420
TPT,FP2,YDJT,0048,W,2026/06/04 21:00:00,9700,700
WAT,BA2,LSPT,0108,S,2025/12/24 07:00:00,1000,100
LET,RPX,BAIT,0037,E,2025/11/06 06:00:00,1000,100
MET,MD2,OFUT,0005,E,2025/09/19 06:00:00,13500,1300
LET,RPX,BAIT,0032,W,2025/09/29 13:00:00,1000,100
MET,MD2,OFVT,0007,E,2026/01/09 06:00:00,13500,1300
LET,RPX,BAIT,0039,W,2025/11/17 13:00:00,1000,100
LET,RPX,BAIT,0044,E,2025/12/25 06:00:00,1000,100
LET,RPX,BAIT,0015,W,2025/06/02 13:00:00,1000,100
LET,RPX,BAIT,0025,E,2025/08/14 06:00:00,1000,100
LET,RPX,BAIT,0019,W,2025/06/30 13:00:00,1000,100
LET,RPX,BAIT,0036,W,2025/10/27 13:00:00,1000,100
LET,RPX,BAIT,0016,W,2025/06/09 13:00:00,1000,100
IET,SCX,CPFT,0027,S,2025/06/03 13:00:00,1000,100
LET,RPX,BAIT,0017,E,2025/06/19 06:00:00,1000,100
LET,RPX,BAIT,0026,W,2025/08/18 13:00:00,1000,100
LET,RPX,BAIT,0043,W,2025/12/15 13:00:00,1000,100
IET,SCX,IGGT,0066,N,2025/12/17 00:00:00,1000,100
IET,SCX,LNNT,0024,S,2025/05/27 13:00:00,1000,100
IET,SCX,TOOT,0036,S,2025/09/02 13:00:00,1000,100
IET,SCX,TOOT,0037,N,2025/09/10 00:00:00,1000,100
IET,SCX,NECT,0044,S,2025/11/05 05:00:00,1000,100
IET,SCX,CPFT,0025,N,2025/04/16 00:00:00,1000,100
IET,SCX,NECT,0041,N,2025/09/10 00:00:00,1000,100
IET,SCX,CPFT,0029,S,2025/07/08 13:00:00,1000,100
TPT,FP2,WSRT,0002,E,2026/02/21 15:00:00,9700,700
LNT,ANG,RDVT,2526,S,2025/06/26 14:00:00,4200,400
LUT,LUX,NDOT,0021,N,2025/12/06 00:00:00,3200,330
MET,IOM,LIAT,0100,E,2025/11/19 21:00:00,1000,100
MET,IOM,SEYT,0100,E,2025/11/05 21:00:00,1000,100
MET,MD2,HMNT,0051,E,2025/10/24 06:00:00,9100,750
EAT,SMM,USNT,0032,S,2025/11/28 03:30:00,900,135
EAT,SMM,USNT,0037,N,2026/01/11 18:00:00,900,135
EAT,PH3,SEUT,0056,E,2026/02/07 16:00:00,860,100
EAT,PH3,SEUT,0058,E,2026/03/07 16:00:00,860,100
EAT,SMM,ITXT,0112,N,2026/02/20 13:00:00,900,135
EAT,SMM,ITXT,0106,S,2026/01/06 06:00:00,900,135
EAT,PHX,H1WT,0007,N,2025/11/07 14:00:00,1900,300
EAT,PHX,H1WT,0008,N,2025/11/21 14:00:00,1900,300
EAT,SMM,ITXT,0107,N,2026/01/16 13:00:00,900,135
EAT,JV2,NCAT,0540,N,2026/05/16 21:00:00,2000,250
EAT,JVH,SWDT,0014,S,2026/01/12 03:30:00,1300,195
EAT,JID,ARET,0125,S,2026/01/14 22:00:00,1000,100
EAT,JID,SIKT,0013,N,2026/02/28 18:00:00,1000,100
EAT,JID,NDDT,0100,S,2026/02/21 05:00:00,1000,100
EAT,JID,SIKT,0012,S,2026/01/17 05:00:00,1000,100
EAT,JID,NDDT,0099,N,2026/02/07 18:00:00,1000,100
EAT,CTP,TUNT,0021,S,2026/03/06 21:00:00,2000,200
EAT,CTP,LRLT,0007,N,2026/01/11 07:00:00,2000,200
EAT,KCI,TGBT,2501,N,2025/10/27 22:00:00,2100,260
EAT,JK1,STYT,0244,E,2025/12/10 13:00:00,900,90
EAT,JK1,STYT,0255,W,2026/02/28 07:00:00,900,90
EAT,JK1,STYT,0236,E,2025/10/15 13:00:00,900,90
EAT,JK2,ICLT,0201,W,2026/03/04 08:00:00,25,10
EAT,CIM,SGNT,0047,N,2026/03/08 22:00:00,1800,240
EAT,JK1,STYT,0241,E,2025/11/19 13:00:00,900,90
EAT,JK2,ICLT,0203,W,2026/03/18 08:00:00,25,10
EAT,HAS,STYT,0237,W,2025/10/26 07:00:00,650,65
EAT,JSM,DIAT,0354,S,2026/01/24 09:00:00,1000,100
EAT,JPH,NDLT,0171,S,2026/02/07 15:00:00,2000,200
EAT,JSM,DIAT,0356,S,2026/03/21 09:00:00,1000,100
EAT,JSM,XCLT,0322,S,2026/01/10 09:00:00,1000,100
EAT,JPH,NDLT,0170,S,2026/01/17 15:00:00,2000,200
EAT,JPH,NDLT,0172,N,2026/03/12 21:00:00,2000,200
EAT,JSM,XCLT,0320,S,2025/11/17 16:00:00,1000,100
EAT,JSM,DIAT,0354,N,2026/02/07 21:00:00,1000,100
EAT,JSM,XCLT,0321,N,2025/12/27 21:00:00,1000,100
EAT,KCS,ZGST,0005,S,2026/02/28 10:00:00,2000,99
EAT,KCS,RCMT,0092,S,2026/03/07 10:00:00,2000,99
LET,SX2,R2JT,0017,E,2026/04/01 05:00:00,400,50
EAT,JPH,SZET,2149,N,2026/01/15 21:00:00,1900,200
EAT,JT1,NEOT,0047,S,2026/04/01 22:00:00,2200,200
LET,SX2,NCNT,0107,E,2025/12/24 05:00:00,400,50
EAT,JT1,AXQT,0048,S,2026/01/21 22:00:00,2200,200
EAT,JT1,OTTT,0523,S,2026/01/14 22:00:00,2050,350
EAT,JT1,OTTT,0526,S,2026/03/18 22:00:00,2050,350
EAT,JK1,STYT,0259,W,2026/03/28 07:00:00,900,90
EAT,JV2,YPLT,1029,S,2026/01/07 15:00:00,2000,250
EAT,JV2,ARGT,0270,S,2026/02/04 15:00:00,2000,250
EAT,JV2,ARGT,0272,S,2026/03/18 15:00:00,2000,250
EAT,JVH,SWRT,0124,N,2026/03/15 20:00:00,1300,195
EAT,JVH,SWRT,0122,S,2026/01/19 03:30:00,1300,195
TAT,AL5,NMTT,0089,E,2026/04/02 02:00:00,3800,330
TPT,EC2,ONLT,0041,E,2026/03/31 12:00:00,12200,800
TPT,EC2,OWLT,0033,W,2026/04/30 11:00:00,12200,800
TPT,EC3,OMLT,0046,E,2026/02/28 05:00:00,12500,800
TPT,EC3,CRET,0034,W,2026/02/08 09:00:00,12200,800
TPT,FP1,HMIT,0084,W,2026/04/22 14:00:00,8200,800
TPT,EC3,NCMT,0030,E,2026/03/14 05:00:00,12500,800
NET,FE4,OFOT,0007,W,2026/01/23 20:00:00,13500,1000
TPT,EC3,ODDT,0029,W,2026/03/22 09:00:00,12500,800
TPT,EC3,NCMT,0030,W,2026/05/03 09:00:00,12500,800
TPT,EC4,CMJT,0066,W,2026/03/23 19:00:00,7200,630
MET,MD2,FANT,0008,E,2026/02/20 06:00:00,13500,1300
OCT,AUN,WAHT,0606,S,2026/02/06 08:00:00,5400,400
OCT,NZJ,SNKT,0128,S,2026/03/12 13:00:00,3300,500
OCT,NZJ,SNKT,0128,N,2026/04/05 18:00:00,3300,500
TAT,EMA,KGST,0019,W,2026/02/20 05:00:00,2850,300
NET,FP1,OOHT,0076,E,2026/02/05 12:00:00,8200,784
NET,FP1,OHHT,0096,E,2026/01/22 12:00:00,8200,800
NET,FP1,HMIT,0084,W,2026/04/22 14:00:00,8200,800
NET,FP1,NONT,0081,W,2026/05/06 14:00:00,8200,784
OCT,WAU,GRET,0611,N,2026/03/12 05:30:00,2750,300
NET,FP2,YDET,0042,E,2026/03/14 15:00:00,9700,700
TPT,EC2,ONLT,0040,W,2026/02/12 19:00:00,12200,800
TAT,AL5,NMTT,0089,W,2026/02/24 06:00:00,3800,330
TPT,EC2,HYZT,0044,E,2026/01/12 03:30:00,12200,800
LWT,FLX,MEQT,0018,S,2026/01/24 22:00:00,1000,100
FET,SAC,NFUT,1027,E,2026/04/12 04:00:00,3800,480
FWT,SW2,ORPT,0011,W,2026/02/13 06:00:00,2400,300
IET,LEX,RI1T,0078,S,2026/02/18 03:00:00,2000,240
IET,LEX,NOTT,0012,S,2026/04/15 03:00:00,2100,240
IET,BBX,SDBT,0065,N,2026/01/09 14:00:00,950,200
IET,AD1,MIOT,0063,W,2026/03/24 13:00:00,700,150
IET,AD1,MIOT,0060,W,2026/03/10 05:00:00,700,150
IET,AD2,PBET,0111,W,2026/04/04 06:00:00,1350,150
IET,BT1,MOMT,0032,S,2026/01/10 13:00:00,1400,0
IET,BT1,MOMT,0039,S,2026/02/28 13:00:00,1400,0
IET,BT1,MOMT,0035,N,2026/01/28 01:00:00,1400,0
IET,BT1,MOMT,0039,N,2026/02/25 01:00:00,1400,0
LET,CX1,CYCT,0604,N,2026/01/27 14:00:00,1800,200
IET,BT1,MOMT,0034,N,2026/01/21 01:00:00,1400,0
IET,BT1,MOMT,0041,N,2026/03/11 01:00:00,1400,0
IET,BT1,MOMT,0040,S,2026/03/07 13:00:00,1400,0
IET,BT1,MOMT,0038,S,2026/02/21 13:00:00,1400,0
IET,BT1,MOMT,0042,S,2026/03/21 13:00:00,1400,0
LET,CX1,CYCT,0544,N,2025/11/04 14:00:00,1800,200
LET,CX1,GMET,0546,S,2025/11/13 07:00:00,1800,200
IET,ILX,TOOT,0051,N,2026/03/16 06:00:00,700,135
IET,ILX,TOOT,0050,S,2026/02/23 04:00:00,700,135
IET,ILX,TOOT,0046,S,2025/12/29 04:00:00,700,135
MET,MS2,ORWT,0005,E,2025/08/01 06:00:00,12000,800
MET,MS2,CRET,0032,W,2025/07/21 04:00:00,12000,800
EAT,JT1,NEOT,0049,S,2026/05/13 22:00:00,2200,200
MET,MS2,UERT,0008,W,2025/09/01 04:00:00,13500,1300
EAT,CIM,SGNT,0050,N,2026/05/03 22:00:00,1800,240
EAT,JID,NGOT,0030,N,2026/05/30 18:00:00,1000,100
EAT,JID,SIKT,0017,N,2026/06/13 18:00:00,1000,100
EAT,JID,NDDT,0102,N,2026/04/25 18:00:00,1000,100
EAT,JK1,EFUT,0244,W,2025/12/13 07:00:00,900,90
EAT,CTP,APRT,0284,N,2026/01/25 07:00:00,2000,200
EAT,CTP,H1WT,0012,N,2026/02/01 07:00:00,2000,200
EAT,CTP,H1WT,1009,N,2025/11/15 17:00:00,2000,200
EAT,JK1,EFUT,0249,W,2026/01/24 07:00:00,900,90
EAT,CTP,H1WT,0010,N,2025/12/07 07:00:00,2000,200
EAT,JK1,EFUT,0260,E,2026/04/08 13:00:00,900,90
TAT,AL5,NROT,0079,E,2026/06/25 02:00:00,3800,330
EAT,JPH,SZET,2155,N,2026/05/21 21:00:00,1900,200
MET,MS2,UERT,0008,E,2025/06/06 06:00:00,13500,1300
EAT,JSM,DIAT,0358,S,2026/05/16 09:00:00,1000,100
MET,MS2,FRNT,0007,W,2025/06/16 04:00:00,13500,1300
EAT,JSM,XCLT,0325,S,2026/04/04 09:00:00,1000,100
EAT,JT1,AXQT,0053,S,2026/05/06 22:00:00,2200,200
EAT,KCS,GCLT,0138,S,2026/01/06 00:00:00,2000,99
EAT,KCS,RCMT,0094,N,2026/04/29 11:00:00,2000,99
TPT,FP2,ONYT,0023,W,2026/04/02 21:00:00,9700,700
TPT,FP1,OHST,0062,W,2026/04/01 14:00:00,8200,800
TPT,FP1,ONZT,0061,E,2026/02/20 16:00:00,8200,800
TPT,PN1,SEFT,0101,E,2026/01/08 05:00:00,5900,350
TPT,PS3,CETT,0097,W,2026/03/29 03:00:00,7200,630
TPT,PN1,SEFT,0102,E,2026/02/26 05:00:00,5900,350
TPT,PN1,ODGT,0081,W,2026/04/09 17:00:00,5900,500
WAT,CIP,OMJT,0024,E,2026/02/24 01:00:00,5000,400
WAT,TIP,GWBT,0045,W,2026/01/13 01:00:00,4200,420
WAT,TIP,GWBT,0046,E,2026/02/23 13:00:00,4200,420
WAT,TIP,CQAT,0010,E,2026/03/23 13:00:00,4200,420
MET,MD2,OFVT,0008,W,2026/03/08 08:00:00,13500,1000
MET,MD2,ZOST,0016,W,2026/03/15 08:00:00,13500,1300
WAT,TIP,CQAT,0008,E,2026/01/12 13:00:00,4200,420
WAT,TIP,OECT,0031,E,2026/03/16 13:00:00,4200,420
WAT,TIP,GWBT,0047,E,2026/03/16 13:00:00,4200,420
WAT,AG3,RSCT,0252,E,2026/03/02 09:00:00,10000,1000
EAT,JVH,SWDT,0018,N,2026/04/19 20:00:00,1300,195
EAT,KC2,NIST,0184,S,2026/06/18 01:00:00,2100,200
WAT,NCI,OTHT,0098,W,2026/01/12 17:00:00,1000,100
IET,AD1,MIOT,0067,W,2026/05/19 13:00:00,700,150
IET,AD1,MIOT,0065,E,2026/04/15 17:00:00,700,150
IET,AD1,MIOT,0068,W,2026/06/02 13:00:00,700,150
IET,BBX,SDBT,0069,S,2026/03/13 05:00:00,750,160
IET,BBX,SDBT,0068,S,2026/02/27 05:00:00,750,160
IET,BBX,PCPT,0005,N,2026/01/02 14:00:00,950,200
IET,BT1,MOMT,0045,N,2026/04/08 01:00:00,1400,0
IET,BT1,MOMT,0045,S,2026/04/11 13:00:00,1400,0
IET,ILX,TOOT,0054,N,2026/04/27 06:00:00,700,135
IET,BT1,MOMT,0050,S,2026/05/16 13:00:00,1400,0
IET,ILX,TOOT,0054,S,2026/04/20 04:00:00,700,135
FWT,WA1,NCYT,0013,E,2026/05/20 10:00:00,2800,120
EAT,PHX,CBDT,0293,S,2026/05/01 03:00:00,1900,300
FET,EA4,GCLT,0547,W,2025/11/20 16:00:00,1000,100
FET,SAC,BCBT,0149,E,2026/06/14 04:00:00,3800,480
EAT,SMM,PPPT,0091,N,2026/04/16 17:00:00,900,135
EAT,PH3,SEUT,0060,E,2026/04/04 16:00:00,860,100
EAT,PH3,SEUT,0060,W,2026/04/10 09:00:00,860,100
EAT,SMM,USNT,0045,S,2026/04/14 02:30:00,900,135
EAT,SMM,USNT,0047,N,2026/04/30 17:00:00,900,135
EAT,SMM,PPPT,0089,N,2026/03/26 17:00:00,900,135
EAT,SMM,PPPT,0081,N,2026/01/04 18:00:00,900,135
EAT,PHX,CBDT,0292,S,2026/04/17 03:00:00,1900,300
EAT,PHX,CBDT,0288,S,2026/02/20 03:00:00,1900,300
EAT,PHX,CBDT,0289,N,2026/02/27 14:00:00,1900,300
EAT,PHX,CBDT,0291,S,2026/04/03 03:00:00,1900,300
EFT,SRX,ORYT,0622,S,2026/05/25 08:00:00,5600,1176
EFT,SRX,ORYT,0616,N,2026/04/15 05:00:00,5600,1176
TPT,EC4,RBTT,0004,E,2026/05/11 19:00:00,6100,500
TPT,EC3,OMIT,0045,E,2026/04/25 05:00:00,12500,800
